LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000",JUICE LABS LLC,11 Harrison St 2nd Floor,NEW YORK,NY,10013.0,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12.0,05/03/2020,"Citibank, N.A.",NY - 07
"e $150,000-350,000",JUICERIE 3 LLC,581 Hudson St,NEW YORK,NY,10014.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33.0,04/28/2020,Northeast Bank,NY - 10
"e $150,000-350,000",JULIET MASTERS EVENTS INC DBA THE EDGE,101 Edgecombe Ave,NEW YORK,NY,10030.0,722511.0,Corporation,Unanswered,Female Owned,Non-Veteran,,12.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 13
"e $150,000-350,000",JULIUS SHULMAN MDPC,229 East 79th Street 1L,NEW YORK,NY,10075.0,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23.0,04/15/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",JUMP 450 MEDIA LLC,"300 Vesey Street, 12th Floor",NEW YORK,NY,10282.0,481219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27.0,04/09/2020,"HSBC Bank USA, National Association",NY - 10
"e $150,000-350,000",JUMP CUT CREATIVE CORP,140 West 30th St - Room 5E,NEW YORK,NY,10001.0,541810.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",JUN 0709 INC.,600 W 42ND ST,NEW YORK,NY,10036.0,445110.0,Corporation,Asian,Male Owned,Non-Veteran,,40.0,04/27/2020,Bank of Hope,NY - 10
"e $150,000-350,000",JUN WANG & AOSSICATES. P.C.,"1560 Broadway, Ste 1100",NEW YORK,NY,10036.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/29/2020,International Bank of Chicago,NY - 10
"e $150,000-350,000","JUNCALITO MEAT &AMP; PRODUCE, INC.",2212 Third Avenue,NEW YORK,NY,10035.0,445110.0,Subchapter S Corporation,Hispanic,Male Owned,Non-Veteran,,61.0,05/01/2020,Trenton Business Assistance Corporation,NY - 12
"e $150,000-350,000","JUNCTION37, LLC",530 FASHION AVE RM 1101,NEW YORK,NY,10018.0,541840.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",JUNIPER STREET PRODUCTIONS,1650 BROADWAY STE 405,NEW YORK,NY,10019.0,711410.0,Partnership,Unanswered,Female Owned,Non-Veteran,,0.0,04/15/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000","JUST ADD WATER, INC.",5 EAST 47TH ST. FL3,NEW YORK,NY,10017.0,334614.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/12/2020,"HSBC Bank USA, National Association",NY - 12
"e $150,000-350,000",JUST INTERPRETATION LLC,535 5TH AVE FL 4,NEW YORK,NY,10017.0,541930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",JUSTIN PHARMACY INC.,3860 BROADWAY,NEW YORK,NY,10032.0,446110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 13
"e $150,000-350,000","JUSTPREMIUM, INC.","565 5th Avenue, 6th Floor",NEW YORK,NY,10017.0,541810.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/27/2020,First American Bank,NY - 12
"e $150,000-350,000",JWE INC,180 Maiden Ln Ste 605,NEW YORK,NY,10038.0,424320.0,Corporation,Unanswered,Unanswered,Unanswered,,20.0,05/03/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",K & M ELECTRICAL CONTRACTING INC.,132 W 31ST ST BSMT B,NEW YORK,NY,10001.0,238210.0,Corporation,Unanswered,Male Owned,Non-Veteran,,9.0,05/03/2020,"Bank of America, National Association",NY - 10
"e $150,000-350,000",K &AMP; B EASTSIDE LLC,267 MADISON AVE,NEW YORK,NY,10016.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",K.R.D. GROUP CORP.,432 Park Avenue,NEW YORK,NY,10016.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/10/2020,"TD Bank, National Association",NY - 12
"e $150,000-350,000",KA DESIGN GROUP LLC,226 E 54TH ST 8th Floor,NEW YORK,NY,10022.0,541490.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/30/2020,Fountainhead SBF LLC,NY - 12
"e $150,000-350,000","KAFENE, INC",377 Park Ave. S,NEW YORK,NY,10016.0,442110.0,Corporation,Unanswered,Male Owned,Unanswered,,0.0,04/11/2020,New York Business Development Corporation,NY - 12
"e $150,000-350,000","KAGEN, CASPERSEN & BOGART PLLC-SBA SMALL 7A TERM",757 3rd Ave.,NEW YORK,NY,10017.0,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"TD Bank, National Association",NY - 12
"e $150,000-350,000","KAISER SAURBORN & MAIR, P.C.",30 BROAD ST 37 floor,NEW YORK,NY,10004.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/08/2020,Peapack-Gladstone Bank,NY - 10
"e $150,000-350,000",KAISHOU INC,216 E 39TH ST BSMT,NEW YORK,NY,10016.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/04/2020,"Bank of America, National Association",NY - 12
"e $150,000-350,000",KAJITSU,125 E 39th Street,NEW YORK,NY,10016.0,999990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,29.0,04/30/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000",KALESMENO CORP,893 9TH AVE,NEW YORK,NY,10019.0,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,39.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KAMWO MERIDIAN HERBS, LLC",211 GRAND ST,NEW YORK,NY,10013.0,325411.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35.0,05/03/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",KAPLAN RICE LLP,"142 West 57th Street, Suite 4A",NEW YORK,NY,10019.0,541110.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,0.0,04/11/2020,New York Business Development Corporation,NY - 10
"e $150,000-350,000",KAPNAG HEATING & PLUMBING CORP.,"109 W 38TH ST, SUITE 801",NEW YORK,NY,10018.0,238220.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,0.0,04/27/2020,Signature Bank,NY - 10
"e $150,000-350,000",KAPRIELIAN ENTERPRISES INC,207 W 25TH ST FL 8,NEW YORK,NY,10001.0,339910.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KAR FLORIDA, LLC",232 Madison Ave Fl 2,NEW YORK,NY,10016.0,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","KAREN RAND ASSOCIATES, LLC",100 CROSBY ST RM 303,NEW YORK,NY,10012.0,541219.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,21.0,04/09/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000","KAREN THOMAS ASSOCIATES, INC.",345 7th Ave Rm 2500,NEW YORK,NY,10001.0,541310.0,Corporation,White,Female Owned,Non-Veteran,,12.0,04/15/2020,First Republic Bank,NY - 10
"e $150,000-350,000",KARL AMONTE,175 STANTON ST APT 7 NEW YORK NY 10002,NEW YORK,NY,10002.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/04/2020,Celtic Bank Corporation,NY - 07
"e $150,000-350,000",KARLITZ &AMP; CO. INC,200 W 41ST ST RM 1004,NEW YORK,NY,10036.0,711320.0,Corporation,Unanswered,Unanswered,Unanswered,,17.0,05/03/2020,"Bank of America, National Association",NY - 10
"e $150,000-350,000","KARPENISI REST, INC.",2532 BROADWAY,NEW YORK,NY,10025.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,35.0,04/27/2020,Mid Penn Bank,NY - 10
"e $150,000-350,000",KASHKAVAL KITCHEN LLC,852 9th Avenue,NEW YORK,NY,10019.0,722511.0,Partnership,Unanswered,Unanswered,Unanswered,,36.0,05/03/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000","KATAGIRI &AMP; CO., INCORPORATED",224 E 59TH ST FRNT A,NEW YORK,NY,10022.0,445110.0,Corporation,Unanswered,Unanswered,Unanswered,,40.0,05/03/2020,"Bank of America, National Association",NY - 12
"e $150,000-350,000",KATHLEEN VINE MD PC,928 Broadway Suite 301,NEW YORK,NY,10010.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,24.0,04/29/2020,Customers Bank,NY - 12
"e $150,000-350,000",KATHY GALLO,244 MADISON AVE,NEW YORK,NY,10016.0,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/03/2020,"PNC Bank, National Association",NY - 12
"e $150,000-350,000",KATZ ARCHITECTURE AND PROJECT MANAGEMENT,305 7TH AVE FL 20,NEW YORK,NY,10001.0,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,7.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KATZ PROPERTIES MANAGEMENT LLC,254 West 31st Street 4th Fl,NEW YORK,NY,10001.0,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19.0,04/05/2020,ConnectOne Bank,NY - 10
"e $150,000-350,000",KAUFMAN & SHMUELY DDS PC,286 MADISON AVE,NEW YORK,NY,10017.0,621210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18.0,04/16/2020,"PNC Bank, National Association",NY - 12
"e $150,000-350,000","KAUFMAN FRIEDMAN PLOTNICKI AND GRUN, LLP",300 East 42nd Street 10th Floor,NEW YORK,NY,10017.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,05/03/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000",KAUFMANN GILDIN & ROBBINS LLP,767 THIRD AVE   30TH FLOOR,NEW YORK,NY,10017.0,541110.0,Partnership,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Signature Bank,NY - 12
"e $150,000-350,000",KAY WATERPROOFING CORP,211 East 123rd Street,NEW YORK,NY,10035.0,238220.0,Corporation,Unanswered,Unanswered,Unanswered,,20.0,04/15/2020,Dime Community Bank,NY - 12
"e $150,000-350,000",KBC FOOD CORP.,1721 1st Avenue,NEW YORK,NY,10128.0,445110.0,Corporation,Asian,Male Owned,Unanswered,,26.0,04/28/2020,Shinhan Bank America,NY - 12
"e $150,000-350,000",KCC PROTECTION INC,319 Lafayette St #115,NEW YORK,NY,10012.0,561621.0,Cooperative,Unanswered,Unanswered,Unanswered,,25.0,05/03/2020,"Citibank, N.A.",NY - 07
"e $150,000-350,000",KCT ABSTRACT LLC,9 ELIZABETH ST FL 2,NEW YORK,NY,10013.0,541618.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/01/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",KDI LLC,6 EAST 46TH ST,NEW YORK,NY,10017.0,812332.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,04/15/2020,"Webster Bank, National Association",NY - 12
"e $150,000-350,000",KDK LLC,2130 Broadway,NEW YORK,NY,10023.0,722511.0,Limited Liability Partnership,Unanswered,Unanswered,Non-Veteran,,39.0,04/28/2020,Northeast Bank,NY - 10
"e $150,000-350,000","KEETSA,INC.",44 MERCER ST FRNT A,NEW YORK,NY,10013.0,442110.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,05/03/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",KEHILAT ROMEMU,176 W 105TH ST,NEW YORK,NY,10025.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KEL-MAR INTERIORS INC,111 John Street Suite 400,NEW YORK,NY,10038.0,541410.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/14/2020,Manufacturers and Traders Trust Company,NY - 07
"e $150,000-350,000","KELLNER HERLIHY GETTY &AMP; FRIEDMAN, LLP",470 PARK AVE S FL 4N,NEW YORK,NY,10016.0,447190.0,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",KELLY BEHUN STUDIO LLC,One Central Park West Apt 52B,NEW YORK,NY,10023.0,812990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KELMAN, WINSTON AND VALLONE, P.C.",291 BROADWAY RM 1600,NEW YORK,NY,10007.0,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",KELOR RESTAURANT VENTURES LTD.,42 W 35th Street,NEW YORK,NY,10001.0,722511.0,Corporation,Unanswered,Male Owned,Unanswered,,36.0,04/08/2020,"OceanFirst Bank, National Association",NY - 10
"e $150,000-350,000",KEM REST INC DBA DON GIOVANNI-SBA SMALL 7A TERM,214 10TH AVENUE,NEW YORK,NY,10011.0,,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000",KEMISTRE 8 LLC,31 West 34th Street,NEW YORK,NY,10001.0,315990.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,,04/27/2020,Israel Discount Bank of New York,NY - 10
"e $150,000-350,000",KEN'S KREW INC,555 Madison Ave 17th floor,NEW YORK,NY,10022.0,611699.0,Corporation,Unanswered,Unanswered,Unanswered,,20.0,04/09/2020,"Bank of America, National Association",NY - 12
"e $150,000-350,000",KENNEDY FABRICATIONS INC.,247 West 37TH ST 5th Floor,NEW YORK,NY,10018.0,541310.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/08/2020,"TD Bank, National Association",NY - 10
"e $150,000-350,000","KENNETH R. MEISLER, D.P.M., PLLC",210 E 86TH ST RM 402,NEW YORK,NY,10028.0,621391.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KENROCK ENTERPRISES LLC,192 Allen Street,NEW YORK,NY,10002.0,453998.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,33.0,04/14/2020,"Readycap Lending, LLC",NY - 07
"e $150,000-350,000","KERRISDALE ADVISERS, LLC","1212 Avenue of the Americas, Floor 3",NEW YORK,NY,10036.0,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/11/2020,New York Business Development Corporation,NY - 10
"e $150,000-350,000",KESHAB RAJ SEADIE PC ATTY AT LAW,246 W 38TH ST STE 804,NEW YORK,NY,10018.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KESTE GROUP LLC,271 BLEECKER ST,NEW YORK,NY,10014.0,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,29.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KETTLESPACE INC.,ATTN - DISTILLED NY 211 W BROADWAY,NEW YORK,NY,10013.0,541511.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000","KEY INTERNATIONAL, INC.",315 Madison Avenue Suite 1801,NEW YORK,NY,10017.0,423210.0,Cooperative,Unanswered,Unanswered,Unanswered,,10.0,04/30/2020,"Citibank, N.A.",NY - 12
"e $150,000-350,000","KEY REAL ESTATE ASSOCIATES, LLC","217 Broadway, Suite 309",NEW YORK,NY,10007.0,531311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Sterling National Bank,NY - 07
"e $150,000-350,000",KF TEA FRANCHISING LLC,"589 8TH AVENUE, 17TH FL",NEW YORK,NY,10018.0,533110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Signature Bank,NY - 10
"e $150,000-350,000","KFD PUBLIC RELATIONS, LLC",594 Broadway Suite 601,NEW YORK,NY,10012.0,541820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,"Citibank, N.A.",NY - 07
"e $150,000-350,000",KG PETS INC,569 Columbus Ave,NEW YORK,NY,10024.0,541611.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/14/2020,Dime Community Bank,NY - 10
"e $150,000-350,000","KGS JEWELS, INC",10 W 46th St,NEW YORK,NY,10036.0,339910.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16.0,04/10/2020,KeyBank National Association,NY - 10
"e $150,000-350,000",KH DEVELOPMENT LLC,511 Canal Street 6th Floor,NEW YORK,NY,10013.0,236220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/10/2020,"Newtek Small Business Finance, Inc.",NY - 07
"e $150,000-350,000","KHAVINSON AND ASSOCIATES, P.C.","45 Broadway, suite 720",NEW YORK,NY,10006.0,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18.0,04/27/2020,Savoy Bank,NY - 10
"e $150,000-350,000",KHT ENTERPRISES INC,222 East 14th Street Apt 2,NEW YORK,NY,10003.0,722410.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,53.0,04/06/2020,"OceanFirst Bank, National Association",NY - 07
"e $150,000-350,000","KIDDING AROUND NYC, INC.",60 W 15TH ST,NEW YORK,NY,10011.0,451120.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KIDDING AROUND NYC, INC.",60 W 15th St,NEW YORK,NY,10011.0,451120.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,17.0,04/30/2020,Cross River Bank,NY - 10
"e $150,000-350,000",KIDILIZ GROUP USA INC,49 W 45TH ST,NEW YORK,NY,10036.0,424320.0,Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/28/2020,"HSBC Bank USA, National Association",NY - 10
"e $150,000-350,000",KIDS CAN'T MISS LLC,1410 BROADWAY RM 703,NEW YORK,NY,10018.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/16/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KIDS CREATIVE 404 INC,2014 5TH AVE,NEW YORK,NY,10035.0,813219.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,43.0,04/11/2020,Spring Bank,NY - 12
"e $150,000-350,000",KILLEAVY BUILDERS CORP.,147 W 35TH ST STE 1106,NEW YORK,NY,10001.0,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,25.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KIM & BAE TRADING CORPORATION,119 W 29TH ST,NEW YORK,NY,10001.0,424320.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KIM SEYBERT INC,37 West 37th Street 9 Floor,NEW YORK,NY,10018.0,423990.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12.0,04/12/2020,Manufacturers and Traders Trust Company,NY - 10
"e $150,000-350,000","KIMA PHYSICAL THERAPY, PLLC","7 West 22nd Street, 8th Floor",NEW YORK,NY,10010.0,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"Capital One, National Association",NY - 12
"e $150,000-350,000","KIMERLING &AMP; WISDOM, LLC",150 BROADWAY RM 1105,NEW YORK,NY,10038.0,541211.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",KIMSO APTS LLC,"114 E 13TH ST, FRNT 1",NEW YORK,NY,10003.0,531110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0.0,04/28/2020,Signature Bank,NY - 07
"e $150,000-350,000",KINDRED RESTAURANT LLC,342 E 6th St,NEW YORK,NY,10003.0,722511.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,14.0,04/28/2020,Dime Community Bank,NY - 07
"e $150,000-350,000",KINETIC ADVISORS LLC,805 3RD AVE FL 14,NEW YORK,NY,10022.0,813910.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000",KINEXON INC,25 Broadway Fl 9,NEW YORK,NY,10004.0,511210.0,Corporation,Unanswered,Unanswered,Non-Veteran,,20.0,04/15/2020,First Republic Bank,NY - 10
"e $150,000-350,000",KING FREEZE BUILDING SERVICES CORP.,127 WEST 26TH STREET SUITE 801,NEW YORK,NY,10001.0,238220.0,Corporation,White,Unanswered,Unanswered,,11.0,05/04/2020,Dime Community Bank,NY - 10
"e $150,000-350,000",KING FREEZE MECHANICAL CORPORATION,127 West 26 street Suite 801,NEW YORK,NY,10001.0,238220.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/27/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",KING ME KONG LLC DBA HANOI HOUSE,119 ST MARK PL,NEW YORK,NY,10009.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",KING MEAT CORP.,3871 Broadway,NEW YORK,NY,10032.0,445110.0,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,36.0,04/15/2020,Dime Community Bank,NY - 13
"e $150,000-350,000",KINGFIELD CORPORATION,405 Lexington Avenue,NEW YORK,NY,10174.0,999990.0,Corporation,Unanswered,Female Owned,Non-Veteran,,12.0,05/03/2020,"Newtek Small Business Finance, Inc.",NY - 12
"e $150,000-350,000",KINGS THIRD AVENUE PHARMACY INC,1619 Third Avenue 0.0,NEW YORK,NY,10128.0,446110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17.0,04/13/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","KINJO, INC. DBA GUNBAE",67 MURRAY ST,NEW YORK,NY,10007.0,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000",KINLIN RUTHERFURD ARCHITECTS PLLC,"330 West 38th Street, Ste 1006",NEW YORK,NY,10018.0,541310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,11.0,04/15/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KINNERET GROUP LLC,126 E 56TH ST RM 16R,NEW YORK,NY,10022.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/03/2020,"Bank of America, National Association",NY - 12
"e $150,000-350,000",KINTARO FOODS LLC,5 BLEECKER ST,NEW YORK,NY,10012.0,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000","KIORESTAURANT, LLC.",157 Duane St,NEW YORK,NY,10013.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,"Capital One, National Association",NY - 07
"e $150,000-350,000",KIOSK 50 CORP,104 E 121st St,NEW YORK,NY,10035.0,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,32.0,05/03/2020,"Newtek Small Business Finance, Inc.",NY - 12
"e $150,000-350,000",KISHNER MILLER HIMES PC,40 Fulton Street,NEW YORK,NY,10038.0,541110.0,Corporation,Unanswered,Male Owned,Unanswered,,0.0,04/09/2020,New York Business Development Corporation,NY - 07
"e $150,000-350,000","KISKI GROUP, INC.",888 7TH AVE STE 504A,NEW YORK,NY,10019.0,523120.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KISSAKI OMAKASE, LLC",319 BOWERY,NEW YORK,NY,10003.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22.0,05/01/2020,"Bank of America, National Association",NY - 07
"e $150,000-350,000",KITCHEN STADIUM INC,13 E 27TH ST,NEW YORK,NY,10016.0,311991.0,Corporation,Unanswered,Unanswered,Unanswered,,50.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 12
"e $150,000-350,000","KITE HILL PR, LLC","11 BROADWAY, SUITE 855",NEW YORK,NY,10004.0,541820.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KITH TREATS LLC,65 Bleecker Street 4 Fl,NEW YORK,NY,10012.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35.0,04/11/2020,"JPMorgan Chase Bank, National Association",NY - 07
"e $150,000-350,000","KIVETZ &AMP; ASSOCIATES, LTD.",52 E END AVE 25B,NEW YORK,NY,10028.0,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KJ TECHNOLOGY CONSULTING,247 W 36TH ST FL 5,NEW YORK,NY,10018.0,561110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/01/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000","KJAER WEIS, INC.","14 MAIDEN LN, 10 FL",NEW YORK,NY,10038.0,446120.0,Corporation,Unanswered,Female Owned,Unanswered,,13.0,04/09/2020,City National Bank,NY - 07
"e $150,000-350,000",KL SOFTWARE TECHNOLOGIES INC,224 West 35th St STE 1206,NEW YORK,NY,10001.0,541511.0,Cooperative,Unanswered,Unanswered,Unanswered,,10.0,04/15/2020,"Citibank, N.A.",NY - 10
"e $150,000-350,000",KLA ENTERPRISES LLC,275 CENTRAL PARK APT 10F,NEW YORK,NY,10024.0,446120.0,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,17.0,04/07/2020,City National Bank,NY - 10
"e $150,000-350,000",KLARACON LLC,551 5TH AVE FL 35 STE 3503,NEW YORK,NY,10176.0,236220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18.0,06/18/2020,"JPMorgan Chase Bank, National Association",NY - 10
"e $150,000-350,000",KLARION WELLNESS INC.,808 Columbus Avenue 17A,NEW YORK,NY,10025.0,561110.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/15/2020,Cross River Bank,NY - 10
